strategyId,strategyName,strategyFamily,status,identitySource,sourceType,direction,timeframe,evidenceLevel,evidenceCompleteness,evidenceArtifactCount,tradeEvidenceAvailable,workflowRunId,failureCategory,failureSummary
strategy_version_ce7497f36d29fc9fd0fa18df052a89fee8618d4fa8739c391c5e0b2a750dc4c8,5m 突破回踩确认 ATR1.0 / structural redesign G1 / structural redesign G2,short_cycle_evidence_5m_breakout_retest_continuation_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_673c6e4dfa7b38465de0d4339895ef3140327e115235a561b615e561624de8bc,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_0cf51288ee566adefee0a3e66f65e8c314d09c5d67284d326ad1fe7842f9c0e9,5m 假突破反转 ATR1.0 / structural redesign G1 / structural redesign G2 / structural redesign G3,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,archived,registry_version,bounded_structural_redesign_v1,short,5m,2,1.0,1,False,workflow_run_09c0284347a86c51f792aa57547c368ae345bb1b711ac22c04e97258904ef6a7,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_11a1166b371a5b2a5f2ab440b0430a80e5e7a0f10d6811440560eb56e8809cfc,5m 假突破反转 ATR1.0,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,archived,registry_version,short_cycle_evidence_redesign_pack_v13_27_15,short,5m,2,1.0,1,False,workflow_run_a759634fc66a987bbf57df3ddbda8813f2dc217932b77ecd0fa30a16003088b9,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_426059f2af027d042d25eb5b63785a81604d5f7c191bab45b260a99fb8ef3d89,5m 假突破反转 ATR1.0 / structural redesign G1,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,archived,registry_version,bounded_structural_redesign_v1,short,5m,2,1.0,1,False,workflow_run_cbfb2170964aad98f9e07fdadcd23bbf6565930ca8932cba799f6799789216f2,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_b79a48926c60f1361b18d9256a706d4c89e8263e0a5ca1b7b4a04d49db40d1a9,5m 假突破反转 ATR1.0 / structural redesign G1 / structural redesign G2,short_cycle_evidence_5m_failed_breakout_reversal_short_v1,archived,registry_version,bounded_structural_redesign_v1,short,5m,2,1.0,1,False,workflow_run_4b3987c3a848c865651c4c5789c4475dbb65c8164f0b259ec553e87f43fae5dd,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_b6b5376d3e8c0c0524410644db698c0e936279c821c630376663463fb61f2e89,5m 流动性扫低收回 ATR1.0,short_cycle_evidence_5m_liquidity_sweep_reclaim_long_v1,archived,registry_version,short_cycle_evidence_redesign_pack_v13_27_15,long,5m,2,1.0,1,False,workflow_run_8a363420d22b7e43e646271f44f87d07190f6db98314db98fbad14fe303f6f70,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_c916ba5984c3db583c00a49bec3313700eed0b71ebdaf272a6f94dadf424e16d,5m 流动性扫低收回 ATR1.0 / structural redesign G1 / structural redesign G2,short_cycle_evidence_5m_liquidity_sweep_reclaim_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_9a0ecd7c02613c10fba05065be5cfcd7af3a6fc95bd631d88f0b8e8e4d22f79d,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_dd299059536496f8a40644dc846bb5244f3a83d5d58cfd00dc547e9dad1e71b0,5m 流动性扫低收回 ATR1.0 / structural redesign G1,short_cycle_evidence_5m_liquidity_sweep_reclaim_long_v1,archived,registry_version,bounded_structural_redesign_v1,long,5m,2,1.0,1,False,workflow_run_29e5c0fb7b4575ea38adc835449347557daa01087994ba65b8357d6b36311c77,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_4cc537b0d26717bf553e51f4d6dd9042523bae420e2013a1c71d8900b4d5fd9c,15m 压缩放量释放 ATR1.3,short_cycle_redesign_15m_compression_release_long_v1,archived,registry_version,short_cycle_redesign_pack_v13_27_13,long,15m,2,1.0,1,False,workflow_run_30ad9412aca0f86cea9bd6920c04ded42355905a5e9706003675367e33847b59,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_3753194cdc3c822f2141b1215f2921dcb9b6d6a622f53083a1d97fb2767be4ce,15m 弱势反抽失败 ATR1.2,short_cycle_redesign_15m_failed_reclaim_short_v1,archived,registry_version,short_cycle_redesign_pack_v13_27_13,short,15m,2,1.0,1,False,workflow_run_0350b3d24f1b301cd5fef0271b444e317505f6e5fdbf61b334d9c66204e2e734,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_2df1a1f4ee5d4c3297f948fe4e1f80f2027b6b49eb7f4d1a33526ada531d09f0,15m 顺势回踩确认 ATR1.2,short_cycle_redesign_15m_trend_pullback_confirmation_long_v1,archived,registry_version,short_cycle_redesign_pack_v13_27_13,long,15m,2,1.0,1,False,workflow_run_2197f6f08f2be5da670bcfbe24f32efd41228e8bb03bb750d021b4a034d5a134,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_76abedd146e0ba2af80185183b6e3b6c392bd144dd03f471669913f00f4c7623,5m 压缩放量释放 ATR1.1,short_cycle_redesign_5m_compression_release_long_v1,archived,registry_version,short_cycle_redesign_pack_v13_27_13,long,5m,2,1.0,1,False,workflow_run_d38dc9174ca77a8f4ed2ec1993941da054f7a34366dbb0c046b5209ed4376974,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_29108b7e73fa0c17fc7aa025ad86ccf6e8eb365fa34f235b79250fd0ed6423f6,5m 弱势反抽失败 ATR1.0,short_cycle_redesign_5m_failed_reclaim_short_v1,archived,registry_version,short_cycle_redesign_pack_v13_27_13,short,5m,2,1.0,1,False,workflow_run_045796a146e35bb96db0ad1eac5efb8447f01dc83c7dcb78c32d1194bc2fd7ab,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
strategy_version_2c8eb0166c21ef2ecd3c1a4fa20a4e8bba01e456e84917ecdaf83502f0b7181c,5m 顺势回踩确认 ATR1.0,short_cycle_redesign_5m_trend_pullback_confirmation_long_v1,archived,registry_version,short_cycle_redesign_pack_v13_27_13,long,5m,2,1.0,1,False,workflow_run_1fe81a168f0ef6d1f3d495d2965d456b62ac5ccf29a7fd3db22b757813531ead,strategy_performance,"Backtest gates failed: costStress, maximumDrawdown, minimumProfitFactor, positiveAverageNetR"
